PLANO,MES,ANO,1,2.01,2.02,2.03,2.03.01,2.03.01.01,2.03.01.01.01,2.03.01.01.01.01,2.03.01.01.01.02,2.03.01.01.02,2.03.01.01.02.01,2.03.01.01.02.02,2.03.01.01.02.03,2.03.01.01.03,2.03.02.01,3.01,3.02,3.05,solvencia_seca,solvencia_gerencial,solvencia_liquida,resultado_operacional,maturiade_atuarial,solvencia_financeira,risco_legal,provisoes_cd,passivo_integralizar,provisoes_bd,resultado,prov_concedidos_cd,prov_conceder_cd,prov_concedidos_bd,prov_conceder_bd,competencia
CD-02,4,2022,78614696.45,-290179.56,0.0,-78324516.89,-76877963.16,-76877963.16,-16264239.62,-16264239.62,0.0,-60613723.54,-60613723.54,0.0,0.0,0.0,-893046.48,-1349769.65,5131478.82,-3697825.54,1.0116164170237103,1.0,1.0,0.26303716674017175,3.7268095500427707,0.9836531275013621,-0.0,1.0,0.0,0.0,0.0,-16264239.62,-60613723.54,0.0,0.0,2022-04-01
CD-02,4,2023,80756744.68,-112930.4,0.0,-80643814.28,-79264709.53,-79264709.53,-9626490.11,-9626490.11,0.0,-69638219.42,-69638219.42,0.0,0.0,0.0,-1038966.85,-1348228.54,2049829.31,-3936924.79,1.0131075589144343,1.0,1.0,0.6577272231510828,7.234019733491421,2.578338256857104,-0.0,1.0,0.0,0.0,0.0,-9626490.11,-69638219.42,0.0,0.0,2023-04-01
CD-02,5,2022,78640575.6,-282903.85,0.0,-78357671.75,-76915439.42,-76915439.42,-15302655.62,-15302655.62,0.0,-61612783.8,-61612783.8,0.0,0.0,0.0,-902928.19,-1688212.72,6260537.18,-4545886.89,1.0117392320294696,1.0,1.0,0.26965940325267745,4.026280492091477,0.9957771083790607,-0.0,1.0,0.0,0.0,0.0,-15302655.62,-61612783.8,0.0,0.0,2022-05-01
CD-02,5,2023,81547062.86,-108520.96,0.0,-81438541.9,-80053914.01,-80053914.01,-9333340.72,-9333340.72,0.0,-70720573.29,-70720573.29,0.0,0.0,0.0,-1055481.41,-1586261.11,2450348.8,-4905130.75,1.0131846321701166,1.0,1.0,0.6473613511676379,7.5771982842602155,2.649170542577449,-0.0,1.0,0.0,0.0,0.0,-9333340.72,-70720573.29,0.0,0.0,2023-05-01
CD-02,6,2021,79572528.14,-227719.9,0.0,-79344808.24,-77939053.22,-77939053.22,-6595467.49,-6595467.49,0.0,-71343585.73,-71343585.73,0.0,0.0,0.0,-718238.88,-2748492.69,4501306.49,-1404954.06,1.0092153913901496,1.0,1.0,0.6105988774827905,10.81706275380337,0.9227202722647753,-0.0,1.0,0.0,0.0,0.0,-6595467.49,-71343585.73,0.0,0.0,2021-06-01
CD-02,6,2022,78190771.2,-287550.69,0.0,-77903220.51,-76465712.14,-76465712.14,-14214337.81,-14214337.81,0.0,-62251374.33,-62251374.33,0.0,0.0,0.0,-920511.25,-2026400.57,7407503.37,-4932631.24,1.0120382224167959,1.0,1.0,0.2735605329869732,4.37947762056177,0.939457123729935,-0.0,1.0,0.0,0.0,0.0,-14214337.81,-62251374.33,0.0,0.0,2022-06-01
CD-02,6,2023,80112063.28,-609991.24,0.0,-79502072.04,-77778782.08,-77778782.08,-9077961.26,-9077961.26,0.0,-68700820.82,-68700820.82,0.0,0.0,0.0,-1405939.5,-1917278.79,5693065.37,-5892123.56,1.0180761315927256,1.0,1.0,0.3367744203506309,7.567868913774148,1.3717394483387075,-0.0,1.0,0.0,0.0,0.0,-9077961.26,-68700820.82,0.0,0.0,2023-06-01
CD-02,7,2021,79666313.84,-89818.46,0.0,-79576495.38,-78189330.49,-78189330.49,-6314210.42,-6314210.42,0.0,-71875120.07,-71875120.07,0.0,0.0,0.0,-716967.91,-3184392.79,4790663.5,-1516985.52,1.0091696386899194,1.0,1.0,0.6647080910608729,11.383073304357822,0.981362667196308,-0.0,1.0,0.0,0.0,0.0,-6314210.42,-71875120.07,0.0,0.0,2021-07-01
CD-02,7,2022,77406644.74,-257299.25,0.0,-77149345.49,-75712017.4,-75712017.4,-13488052.86,-13488052.86,0.0,-62223964.54,-62223964.54,0.0,0.0,0.0,-944750.31,-2360858.57,8474505.67,-4945792.32,1.0124782081160077,1.0,1.0,0.27858363212352416,4.613265175178147,0.8621919878897196,-0.0,1.0,0.0,0.0,0.0,-13488052.86,-62223964.54,0.0,0.0,2022-07-01
CD-02,7,2023,78366641.73,-657869.73,0.0,-77708772.0,-76203256.61,-76203256.61,-23872078.49,-23872078.49,0.0,-52331178.12,-52331178.12,0.0,0.0,0.0,-1208643.08,-2148721.21,8449107.55,-6643901.43,1.0158607798900998,1.0,1.0,0.2543133931346394,2.192150052703685,1.0406569673740276,-0.0,1.0,0.0,0.0,0.0,-23872078.49,-52331178.12,0.0,0.0,2023-07-01
